event_time,run_id,headway,deviation,qt2_trackid
2023-10-15 03:23:07,B101,23.4229,-3.03873,15020
2023-10-15 03:40:50,B102,17.7975,-0.752833,15020
2023-10-15 03:40:50,B202,54.4661,-0.712717,11020
2023-10-15 04:00:17,B201,19.5758,-40.1551,11020
2023-10-15 04:01:54,B226,21.1613,-1.83077,15020
2023-10-15 04:21:20,B203,21.1921,-6.21377,11020
2023-10-15 04:23:44,B227,21.9169,6.33573,15020
2023-10-15 04:43:41,B104,20.0267,1.39268,15020
2023-10-15 05:01:55,B228,18.3129,-1.83683,15020
2023-10-15 05:21:07,B105,19.2843,-6.03777,15020
2023-10-15 05:44:42,B106,23.6764,0.369217,15020
2023-10-15 06:00:52,B201,16.2412,-0.788583,15020
2023-10-15 06:21:34,B202,20.7836,-6.48877,15020
2023-10-15 06:34:53,B203,13.3994,10.1954,15020
2023-10-15 06:43:16,B204,8.46933,16.8095,15020
2023-10-15 06:56:43,B204,13.5265,3.36633,15020
2023-10-15 07:01:45,B205,5.12075,13.329,15020
2023-10-15 07:20:53,B205,19.2185,-5.80608,15020
2023-10-15 07:40:47,B206,19.993,4.28425,15020
2023-10-15 08:00:59,B109,20.2677,-0.900067,15020
2023-10-15 08:11:43,B101,10.8321,3.3513,15020
2023-10-15 08:20:37,B101,8.97083,-5.53617,15020
2023-10-15 08:43:08,B207,22.606,-13.0588,15020
2023-10-15 09:00:52,B103,17.8113,-0.78675,15020
2023-10-15 09:20:52,B104,20.0844,-5.78777,15020
2023-10-15 09:41:48,B105,21.0178,-11.7222,15020
2023-10-15 10:02:18,B208,20.5788,-17.2176,15020
2023-10-15 10:03:27,B206,0.0,-3.46333,11020
2023-10-15 10:08:42,B204,0.0,-53.7071,11020
2023-10-15 10:22:20,B106,20.1241,-22.2584,15020
2023-10-15 10:40:50,B209,18.5849,-10.7599,15020
2023-10-15 11:01:56,B202,21.1793,-16.8558,15020
2023-10-15 11:21:16,B203,19.4125,-6.18487,15020
2023-10-15 11:40:19,B110,19.1407,-10.2422,15020
2023-10-15 11:54:25,B211,1.66667e-05,5.58092,11020
2023-10-15 12:00:44,B204,20.4942,-15.6531,15020
2023-10-15 12:20:55,B108,20.2723,-20.8419,15020
2023-10-15 12:40:56,B205,20.0984,-10.8569,15020
2023-10-15 13:00:53,B206,20.0403,-15.8138,15020
2023-10-15 13:16:17,B112,15.4715,-16.202,15020
2023-10-15 13:31:28,B113,15.2724,-16.3909,15020
2023-10-15 13:45:55,B207,14.5365,-0.8441,15020
2023-10-15 14:02:24,B114,16.5711,-2.33178,15020
2023-10-15 14:19:57,B210,17.632,-4.88035,15020
2023-10-15 14:41:17,B115,21.4088,-11.2058,15020
2023-10-15 15:00:56,B211,19.7421,-15.8646,15020
2023-10-15 15:18:23,B116,1.66667e-05,-3.39152,15020
2023-10-15 15:42:41,B208,41.819,-12.6003,15020
2023-10-15 16:00:29,B209,17.8946,-15.4115,15020
2023-10-15 16:15:53,B213,15.4735,-15.8015,15020
2023-10-15 16:35:13,B214,19.4187,-20.1369,15020
2023-10-15 16:45:32,B117,10.4026,-0.456167,15020
2023-10-15 16:47:15,B110,1.80907,12.8182,15020
2023-10-15 17:00:49,B110,13.6459,-0.7443,15020
2023-10-15 17:18:05,B118,17.3414,-3.00232,15020
2023-10-15 17:31:19,B111,13.3274,-1.24637,15020
2023-10-15 17:44:09,B218,1.66667e-05,-14.1541,11020
2023-10-15 17:46:18,B112,15.0641,-1.22707,15020
2023-10-15 17:53:05,B216,6.85712,6.9992,15020
2023-10-15 18:01:53,B216,8.89525,-1.81263,15020
2023-10-15 18:05:43,B116,1.66667e-05,-5.72403,11020
2023-10-15 18:22:30,B113,20.6943,-7.42348,15020
2023-10-15 18:22:43,B213,0.0,-7.72157,11020
2023-10-15 18:33:48,B114,11.3869,-3.72702,15020
2023-10-15 18:42:17,B114,8.55835,-12.202,15020
2023-10-15 19:00:17,B210,18.084,-15.2025,15020
2023-10-15 19:16:39,B217,16.4608,-16.58,15020
2023-10-15 19:30:21,B115,13.7779,-15.2745,15020
2023-10-15 19:51:05,B212,20.8106,-21.0018,15020
2023-10-15 20:00:25,B211,9.41645,-15.3348,15020
2023-10-15 20:11:01,B213,10.6818,4.06672,15020
2023-10-15 20:32:30,B213,21.5796,-17.4295,15020
2023-10-15 20:51:29,B213,19.063,-36.4091,15020
2023-10-15 21:12:07,B130,20.7107,-27.0364,15020
2023-10-15 21:26:01,B214,13.9911,-25.9441,15020
2023-10-15 21:46:03,B132,20.1071,-0.967883,15020
2023-10-15 22:00:25,B117,14.4602,-0.344733,15020
2023-10-15 22:09:49,B133,9.47882,10.2599,15020
2023-10-15 22:31:17,B118,21.5478,8.79547,15020
2023-10-15 22:58:49,B226,27.6141,1.26477,15020
2023-10-15 23:09:26,B216,10.714,10.6342,15020
2023-10-15 23:21:09,B227,11.7895,18.9281,15020
2023-10-15 23:25:01,B228,3.9502,35.0613,15020
2023-10-15 23:42:24,B217,17.4655,37.6792,15020
2023-10-16 00:00:02,B228,17.7193,0.0432333,15020
2023-10-16 00:31:30,B217,31.5524,-11.4257,15020
2023-10-16 01:01:15,B229,29.8347,-21.1769,15020
2023-10-16 01:10:28,B130,9.30457,19.6019,15020
2023-10-16 01:32:17,B130,21.9001,-2.21475,15020
2023-10-16 01:49:23,B131,17.1774,10.6912,15020
2023-10-16 02:00:02,B131,10.7259,-0.0346667,15020
2023-10-16 02:37:23,B1000,37.3592,0.0,15020
2023-10-16 02:51:08,B1000,13.8333,0.0,15020
2023-10-16 03:20:47,B133,29.7326,-20.7096,15020
2023-10-16 03:26:32,B101,1.66667e-05,-6.54633,15020
2023-10-16 04:00:39,B102,39.9551,-20.5813,15020
2023-10-16 04:10:17,B103,9.70958,4.79257,15020
2023-10-16 04:15:24,B227,5.20013,14.6759,15020
2023-10-16 04:31:32,B227,16.2141,-1.45488,15020
2023-10-16 04:52:32,B104,21.0882,-7.45965,15020
2023-10-16 05:00:00,B228,7.55042,0.0733333,15020
2023-10-16 05:16:40,B105,16.7501,-1.59342,15020
2023-10-16 05:17:39,B205,1496.44,0.0,11020
2023-10-16 05:30:42,B229,14.1112,-0.621183,15020
2023-10-16 05:41:18,B201,10.6868,-1.22458,15020
2023-10-16 05:52:03,B202,10.8269,-1.968,15020
2023-10-16 06:02:24,B106,10.4351,-2.31967,15020
2023-10-16 06:10:47,B107,8.4743,-0.710567,15020
2023-10-16 06:16:31,B114,5.81383,3.55902,15020
2023-10-16 06:20:27,B203,4.02415,9.61828,15020
2023-10-16 06:30:42,B1000,10.3345,0.0,15020
2023-10-16 06:30:57,B1000,10.5703,0.0,15020
2023-10-16 06:31:02,B203,0.401633,-1.03433,15020
2023-10-16 06:40:38,B1000,9.60798,0.0,15020
2023-10-16 06:40:38,B1000,9.61427,0.0,15020
2023-10-16 06:40:38,B115,0.0,4.3514,15020
2023-10-16 06:40:42,B115,0.0653167,4.3514,15020
2023-10-16 06:49:23,B205,8.83363,-11.8091,15020
2023-10-16 06:54:51,B116,5.55575,-2.28147,15020
2023-10-16 07:00:33,B208,0.0,-10.5565,11020
2023-10-16 07:01:07,B117,6.34382,-1.04187,15020
2023-10-16 07:07:00,B118,5.964,-0.92245,15020
2023-10-16 07:13:22,B204,6.44897,-1.288,15020
2023-10-16 07:20:11,B108,6.9075,-2.1121,15020
2023-10-16 07:25:46,B119,5.66987,-1.69858,15020
2023-10-16 07:32:28,B109,6.77058,-2.38575,15020
2023-10-16 07:38:20,B206,5.94997,-2.25232,15020
2023-10-16 07:45:12,B213,0.0,-5.21563,11020
2023-10-16 07:45:13,B210,6.9706,-3.13952,15020
2023-10-16 07:52:43,B110,7.58455,-4.6407,15020
2023-10-16 08:01:07,B111,8.48202,-7.03932,15020
2023-10-16 08:07:08,B101,6.11037,-1.06625,15020
2023-10-16 08:13:33,B102,6.49802,-1.4809,15020
2023-10-16 08:18:45,B211,5.27322,-0.670717,15020
2023-10-16 08:24:45,B113,6.09468,-0.681983,15020
2023-10-16 08:32:23,B208,7.70807,-2.30663,15020
2023-10-16 08:37:59,B207,5.68972,-0.412933,15020
2023-10-16 08:45:49,B103,7.90857,-0.738133,15020
2023-10-16 08:52:29,B205,6.75563,0.08965,15020
2023-10-16 09:00:32,B212,8.13555,-0.462483,15020
2023-10-16 09:04:39,B119,227.003,-4.66125,11020
2023-10-16 09:08:00,B209,7.54815,-0.427117,15020
2023-10-16 09:16:09,B119,1.66667e-05,-6.16047,11020
2023-10-16 09:16:26,B117,8.51577,-1.35948,15020
2023-10-16 09:26:43,B104,10.3613,-1.63738,15020
2023-10-16 09:30:44,B108,4.09913,4.3469,15020
2023-10-16 09:34:01,B105,3.37233,11.058,15020
2023-10-16 09:42:21,B108,8.41017,-7.26883,15020
2023-10-16 09:50:57,B105,8.68668,-5.8721,15020
2023-10-16 09:51:26,B111,1.66667e-05,-9.43522,11020
2023-10-16 09:53:39,B210,2.78017,1.43115,15020
2023-10-16 10:04:06,B210,10.5363,-9.02168,15020
2023-10-16 10:15:58,B213,11.9606,-10.8989,15020
2023-10-16 10:18:10,B110,0.133367,-0.0353333,11020
2023-10-16 10:27:12,B201,11.3088,-2.12427,15020
2023-10-16 10:30:18,B101,0.1334,-0.177617,11020
2023-10-16 10:38:39,B211,11.5296,-2.5705,15020
2023-10-16 10:46:57,B113,16.7781,-4.8223,11020
2023-10-16 10:49:47,B202,11.217,-1.70407,15020
2023-10-16 10:54:40,B102,7.84523,-0.534133,11020
2023-10-16 11:02:46,B107,13.0722,-2.69287,15020
2023-10-16 11:06:20,B207,11.8043,-0.205033,11020
2023-10-16 11:06:31,B1000,3.82633,0.0,15020
2023-10-16 11:14:59,B203,8.56303,9.08465,15020
2023-10-16 11:15:23,B203,8.95615,9.08465,15020
2023-10-16 11:15:36,B203,1.66667e-05,-3.60537,15020
2023-10-16 11:19:09,B103,12.9522,-1.02383,11020
2023-10-16 11:19:54,B205,0.1334,10.225,11020
2023-10-16 11:26:06,B111,11.195,-2.027,15020
2023-10-16 11:31:02,B209,11.2657,11.0927,11020
2023-10-16 11:31:40,B209,11.9032,11.0927,11020
2023-10-16 11:37:22,B120,11.3544,-1.29798,15020
2023-10-16 11:43:11,B209,12.2836,-1.05748,11020
2023-10-16 11:50:15,B121,12.9676,-2.18225,15020
2023-10-16 11:54:11,B104,11.1347,-0.05885,11020
2023-10-16 12:03:58,B204,13.7967,-3.89553,15020
2023-10-16 12:06:18,B108,12.256,-0.18145,11020
2023-10-16 12:12:42,B109,8.80875,-0.620883,15020
2023-10-16 12:18:40,B105,12.4924,-0.540467,11020
2023-10-16 12:25:51,B122,13.2424,-1.77995,15020
2023-10-16 12:30:26,B214,11.9025,-0.309617,11020
2023-10-16 12:33:12,B109,7.43207,-21.212,15020
2023-10-16 12:48:42,B110,15.4886,-0.617217,15020
2023-10-16 12:51:10,B215,20.8668,-9.04307,11020
2023-10-16 13:01:55,B113,13.307,-1.84083,15020
2023-10-16 13:13:02,B205,11.1999,-0.957283,15020
2023-10-16 13:26:47,B119,13.8286,-2.70245,15020
2023-10-16 13:36:36,B207,9.90272,-0.521767,15020
2023-10-16 13:42:56,B108,6.41525,5.1464,15020
2023-10-16 13:50:12,B114,7.357,9.87282,15020
2023-10-16 13:50:20,B114,7.48512,9.87282,15020
2023-10-16 13:50:22,B108,0.24245,-2.36962,15020
2023-10-16 13:56:44,B114,6.37398,3.33977,15020
2023-10-16 14:00:39,B116,3.99052,9.43265,15020
2023-10-16 14:18:14,B116,17.6691,-8.15313,15020
2023-10-16 14:31:04,B209,12.917,-10.9868,15020
2023-10-16 14:32:02,B218,0.133367,-1.91153,11020
2023-10-16 14:32:15,B218,0.355,-1.91153,11020
2023-10-16 14:40:15,B218,8.3473,-10.1254,11020
2023-10-16 14:46:11,B115,15.2072,-6.11065,15020
2023-10-16 14:50:13,B219,10.1061,-10.0981,11020
2023-10-16 14:58:34,B109,8.47268,-9.4374,11020
2023-10-16 15:00:40,B123,14.5631,-10.5904,15020
2023-10-16 15:05:37,B122,7.18807,-8.49207,11020
2023-10-16 15:08:29,B118,7.89353,-8.40053,15020
2023-10-16 15:13:35,B110,8.1023,-8.46097,11020
2023-10-16 15:15:46,B214,7.36815,-5.68528,15020
2023-10-16 15:23:44,B212,8.05168,-11.6536,15020
2023-10-16 15:25:32,B119,12.0863,-12.9139,11020
2023-10-16 15:33:04,B215,9.42362,-12.9938,15020
2023-10-16 15:36:11,B108,10.7781,-1.05855,11020
2023-10-16 15:41:10,B111,8.18768,-9.09807,15020
2023-10-16 15:46:50,B113,10.7855,-4.7105,11020
2023-10-16 15:50:25,B124,9.3272,-10.3419,15020
2023-10-16 15:56:26,B213,9.72372,-2.30082,11020
2023-10-16 16:01:42,B120,11.3705,-9.629,15020
2023-10-16 16:09:53,B210,8.26085,-9.80643,15020
2023-10-16 16:11:31,B220,15.2254,-11.3928,11020
2023-10-16 16:15:29,B125,5.69002,-5.41307,15020
2023-10-16 16:18:33,B222,7.1591,-0.418533,11020
2023-10-16 16:22:55,B218,7.50722,-10.8369,15020
2023-10-16 16:29:41,B221,11.2753,-5.56048,11020
2023-10-16 16:31:26,B217,8.60588,-11.3594,15020
2023-10-16 16:36:34,B114,7.01503,-0.442117,11020
2023-10-16 16:38:05,B126,6.73812,-8.01415,15020
2023-10-16 16:42:25,B115,5.97605,-0.284617,11020
2023-10-16 16:47:16,B127,9.2538,-15.1846,15020
2023-10-16 16:52:37,B128,5.4359,-12.5371,15020
2023-10-16 16:55:21,B116,13.0767,-1.22785,11020
2023-10-16 17:00:59,B123,5.75813,-0.85255,11020
2023-10-16 17:01:55,B121,9.3799,-11.8336,15020
2023-10-16 17:15:18,B211,13.4829,-15.2331,15020
2023-10-16 17:15:53,B223,15.0403,-3.75945,11020
2023-10-16 17:22:01,B219,6.79252,-11.9422,15020
2023-10-16 17:30:35,B117,14.8242,-12.4503,11020
2023-10-16 17:31:06,B122,9.16795,-11.0267,15020
2023-10-16 17:41:02,B212,10.007,-10.9503,15020
2023-10-16 17:47:07,B118,16.6757,-21.9926,11020
2023-10-16 17:50:21,B129,9.40928,-10.2762,15020
2023-10-16 17:56:07,B220,5.84523,-6.03793,15020
2023-10-16 17:57:55,B224,10.9283,-25.2875,11020
2023-10-16 18:00:00,B213,3.97508,0.0704,15020
2023-10-16 18:07:59,B213,8.06593,-7.91212,15020
2023-10-16 18:13:26,B120,5.52995,-1.35865,15020
2023-10-16 18:13:51,B213,0.4978,-13.8564,15020
2023-10-16 18:14:07,B214,16.3423,-33.9965,11020
2023-10-16 18:16:26,W000,3520.88,0.0,15020
2023-10-16 18:18:57,B215,4.95535,-28.8185,11020
2023-10-16 18:25:31,B120,11.661,-13.4341,15020
2023-10-16 18:32:42,B124,13.8823,-12.5674,11020
2023-10-16 18:32:46,W000,16.3354,0.0,15020
2023-10-16 18:37:49,B222,12.3935,-13.7442,15020
2023-10-16 18:39:50,B221,2.0941,-3.75487,15020
2023-10-16 18:40:15,B128,7.68348,-10.1175,11020
2023-10-16 18:46:14,B125,6.11968,-4.10377,11020
2023-10-16 18:48:23,B221,8.63403,-12.3055,15020
2023-10-16 18:54:26,B217,8.33103,-0.3014,11020
2023-10-16 19:01:25,B127,13.1245,-13.3467,15020
2023-10-16 19:07:05,B126,12.7929,-0.960983,11020
2023-10-16 19:13:35,B223,12.2404,-13.5036,15020
2023-10-16 19:19:01,B121,12.0689,-0.896433,11020
2023-10-16 19:25:21,B218,11.8585,-13.2787,15020
2023-10-16 19:31:14,B122,12.3391,-1.10207,11020
2023-10-16 19:38:00,B123,12.7321,-13.9274,15020
2023-10-16 19:44:39,B219,13.5569,-2.52555,11020
2023-10-16 19:51:34,B224,13.6509,-15.4949,15020
2023-10-16 20:01:00,B214,9.51585,-12.9273,15020
2023-10-16 20:05:13,B120,20.6956,-11.0878,11020
2023-10-16 20:14:07,B215,13.1922,-14.0362,15020
2023-10-16 20:14:22,B220,9.28042,-8.23482,11020
2023-10-16 20:15:28,B124,1.44317,20.604,15020
2023-10-16 20:20:47,B215,5.3928,-20.7053,15020
2023-10-16 20:22:15,B129,8.01655,-4.11797,11020
2023-10-16 20:32:13,B127,10.1011,-2.08567,11020
2023-10-16 20:40:58,B124,20.2762,-4.89815,15020
2023-10-16 20:45:30,B226,13.4248,-3.37712,11020
2023-10-16 20:59:36,B125,18.7155,0.469767,15020
2023-10-16 21:04:28,B218,19.0923,-10.336,11020
2023-10-16 21:15:38,B131,16.1107,-3.55752,15020
2023-10-16 21:16:33,B221,12.2168,-10.4195,11020
2023-10-16 21:30:44,B217,15.1856,-6.65972,15020
2023-10-16 21:32:04,B223,15.6545,-1.94058,11020
2023-10-16 21:45:48,B228,13.8676,-3.67475,11020
2023-10-16 21:46:47,B126,16.1294,-10.7057,15020
2023-10-16 21:55:48,B132,9.1109,-7.73315,15020
2023-10-16 22:00:32,B123,14.8602,-6.40155,11020
2023-10-16 22:01:31,B219,5.79835,-1.44813,15020
2023-10-16 22:16:49,B133,15.3807,-1.74538,15020
2023-10-16 22:20:14,B224,19.839,-14.1072,11020
2023-10-16 22:31:04,B133,14.3245,-15.9865,15020
2023-10-16 22:43:09,B229,23.0434,-25.0172,11020
2023-10-16 22:44:53,B220,13.8989,-14.802,15020
2023-10-16 22:50:19,B129,5.52352,-5.24207,15020
2023-10-16 23:00:10,B226,9.92868,-0.0873333,15020
2023-10-16 23:02:26,B124,19.4274,-17.3111,11020
2023-10-16 23:20:40,B226,20.5928,-20.5968,15020
2023-10-16 23:23:32,B125,21.2355,-8.41112,11020
2023-10-16 23:40:34,B221,19.983,-25.4964,15020
2023-10-16 23:47:37,B131,24.2203,-17.4981,11020
2023-10-17 00:01:06,B223,20.6148,-16.0278,15020
2023-10-17 00:06:04,B132,18.5809,-5.94557,11020
2023-10-17 00:21:01,B228,19.9895,-20.9339,15020
2023-10-17 00:30:36,B127,24.6608,-10.473,11020
2023-10-17 00:45:34,B224,24.6369,-25.4874,15020
2023-10-17 01:00:40,B133,30.2069,-20.5465,11020
2023-10-17 01:11:23,B229,25.9101,-31.3141,15020
2023-10-17 01:30:57,B129,30.4048,-30.8179,11020
2023-10-17 01:51:15,B131,39.9427,8.82658,15020
2023-10-17 01:54:32,B132,3.37498,35.535,15020
2023-10-17 02:00:31,B226,29.7015,-30.386,11020
2023-10-17 02:30:46,B132,36.3082,-0.773117,15020
2023-10-17 02:31:30,B228,31.1296,-1.38217,11020
2023-10-17 03:00:10,B133,29.3974,-0.0872,15020
2023-10-17 03:01:23,B229,30.0067,-1.25533,11020
2023-10-17 03:30:51,B101,30.7708,-10.7746,15020
2023-10-17 03:31:21,B201,30.108,-11.2299,11020
2023-10-17 03:42:37,B102,11.8559,-2.54707,15020
2023-10-17 04:00:18,B202,29.0794,-20.1759,11020
2023-10-17 04:01:48,B226,19.2616,-1.72528,15020
2023-10-17 04:17:47,B130,17.6143,-17.6569,11020
2023-10-17 04:21:43,B103,20.0053,-6.6471,15020
2023-10-17 04:33:39,B203,16.0031,-18.5266,11020
2023-10-17 04:41:18,B227,19.655,-11.2187,15020
2023-10-17 04:41:34,B227,19.9353,-11.2187,15020
2023-10-17 04:41:39,B104,0.0,3.34725,15020
2023-10-17 04:45:08,B131,11.6136,-15.0068,11020
2023-10-17 05:00:19,B228,19.103,-0.238317,15020
2023-10-17 05:01:33,B204,16.5532,-16.4266,11020
2023-10-17 05:15:32,B206,14.1072,-0.400517,11020
2023-10-17 05:16:05,B105,15.8493,-1.00422,15020
2023-10-17 05:30:08,B133,14.747,-0.0140667,11020
2023-10-17 05:31:12,B229,15.2049,-1.12573,15020
2023-10-17 05:41:08,B201,10.0159,-1.05818,15020
2023-10-17 05:43:25,B101,13.4121,-1.29282,11020
2023-10-17 05:51:05,B202,10.0286,-1.00338,15020
2023-10-17 05:54:22,B102,11.0773,-0.236733,11020
2023-10-17 06:00:58,B106,9.97635,-0.896333,15020
2023-10-17 06:06:18,B210,12.0656,-0.168983,11020
2023-10-17 06:12:48,B107,11.917,-2.72993,15020
2023-10-17 06:18:27,B207,12.2974,-0.33305,11020
2023-10-17 06:21:12,B114,8.48288,-1.12945,15020
2023-10-17 06:30:29,B103,12.1601,-0.359767,11020
2023-10-17 06:31:08,B203,10.016,-1.0621,15020
2023-10-17 06:40:34,B211,10.2071,-0.433467,11020
2023-10-17 06:41:54,B205,10.8405,-4.31918,15020
2023-10-17 06:50:21,B208,9.92125,-0.22135,11020
2023-10-17 06:50:39,B115,8.83687,-5.57268,15020
2023-10-17 07:00:26,B116,9.86233,-7.85162,15020
2023-10-17 07:00:39,B209,10.433,-0.5209,11020
2023-10-17 07:07:53,B117,7.539,-7.80722,15020
2023-10-17 07:10:54,B104,10.3944,-0.781833,11020
2023-10-17 07:13:15,B118,5.44648,-7.17033,15020
2023-10-17 07:19:55,B108,6.75718,-1.84412,15020
2023-10-17 07:20:02,B212,9.26517,0.0863667,11020
2023-10-17 07:25:03,B119,5.21187,-0.972567,15020
2023-10-17 07:31:04,B105,11.1662,-0.946467,11020
2023-10-17 07:33:59,B206,9.01735,-3.90653,15020
2023-10-17 07:40:43,B213,9.77205,-0.58515,11020
2023-10-17 07:41:07,B109,7.22642,-5.04958,15020
2023-10-17 07:48:19,B210,7.27805,-6.24422,15020
2023-10-17 07:48:58,B210,0.7253,-6.9695,15020
2023-10-17 07:50:06,B111,1.13998,3.97392,15020
2023-10-17 07:50:17,B106,9.70822,-0.159967,11020
2023-10-17 07:57:11,B111,7.15825,-3.10092,15020
2023-10-17 08:00:39,B201,10.495,-0.521567,11020
2023-10-17 08:05:38,B112,8.54395,-5.56148,15020
2023-10-17 08:10:24,B202,9.88013,-0.2683,11020
2023-10-17 08:12:40,B102,7.11798,-0.59605,15020
2023-10-17 08:19:21,B211,6.76267,-1.2753,15020
2023-10-17 08:25:30,B207,6.23077,-1.4227,15020
2023-10-17 08:25:36,B114,15.3482,-5.48312,11020
2023-10-17 08:35:56,B107,10.4634,-5.81308,11020
2023-10-17 08:36:09,B208,10.7295,1.43115,15020
2023-10-17 08:36:18,B208,10.8938,1.43115,15020
2023-10-17 08:37:07,B103,0.0,0.367433,15020
2023-10-17 08:41:19,B208,5.26238,3.75217,15020
2023-10-17 08:43:49,B205,2.58485,8.75083,15020
2023-10-17 08:44:52,B116,9.06858,-4.74827,11020
2023-10-17 08:47:34,B205,3.82425,5.0101,15020
2023-10-17 08:47:39,B205,3.9048,5.0101,15020
2023-10-17 08:52:05,B205,4.60597,0.487717,15020
2023-10-17 08:54:31,B203,9.77953,-4.39443,11020
2023-10-17 09:01:06,B212,9.10373,-1.0326,15020
2023-10-17 09:04:29,B119,10.0925,-4.3535,11020
2023-10-17 09:11:06,B209,10.0746,-3.5238,15020
2023-10-17 09:15:07,B119,10.7725,-4.99245,11020
2023-10-17 09:22:30,B104,11.4858,2.57373,15020
2023-10-17 09:25:55,B108,1.66667e-05,-0.922417,15020
2023-10-17 09:29:20,B104,6.90962,5.74752,15020
2023-10-17 09:33:47,B105,4.53578,11.2951,15020
2023-10-17 09:44:45,B105,11.0475,0.33105,15020
2023-10-17 09:45:07,B105,11.4142,0.33105,15020
2023-10-17 09:45:17,B202,1.66667e-05,62.706,15020
2023-10-17 09:51:06,B210,6.43998,-6.02555,15020
2023-10-17 09:58:57,B105,7.93122,-3.87335,15020
2023-10-17 10:00:50,B105,1.97068,-5.84403,15020
2023-10-17 10:06:47,B213,5.9451,-1.70573,15020
2023-10-17 10:16:43,B112,10.0204,-1.64265,15020
2023-10-17 10:21:42,B112,5.06187,-6.62112,15020
2023-10-17 10:27:10,B112,5.55422,-12.0919,15020
2023-10-17 10:38:53,B201,11.7952,-13.8037,15020
2023-10-17 10:50:55,B211,12.114,-14.8343,15020
2023-10-17 11:00:10,B107,9.33698,-0.0879167,15020
2023-10-17 11:13:38,B203,13.5496,-1.5541,15020
2023-10-17 11:17:17,B103,1.66667e-05,0.70635,11020
2023-10-17 11:25:01,B111,11.4713,-0.94195,15020
2023-10-17 11:35:34,B205,0.0,-5.56915,11020
2023-10-17 11:39:05,B120,14.1539,-3.01252,15020
2023-10-17 11:48:42,B121,9.68997,-0.619067,15020
2023-10-17 12:01:04,B204,12.4579,-0.993617,15020
2023-10-17 12:16:54,B102,15.9101,0.0,15020
2023-10-17 12:30:39,B109,13.7468,-18.5671,15020
2023-10-17 12:31:42,B206,1.66667e-05,-19.7031,15020
2023-10-17 12:37:43,B214,1.66667e-05,-7.7169,11020
2023-10-17 12:46:24,B122,15.8334,-22.3171,15020
2023-10-17 13:00:42,B109,14.3955,-24.6292,15020
2023-10-17 13:09:56,B216,0.133367,-3.80008,11020
2023-10-17 13:13:30,B205,12.8719,-1.41768,15020
2023-10-17 13:18:36,B120,8.81195,-0.478633,11020
2023-10-17 13:25:00,B119,11.5933,-0.9276,15020
2023-10-17 13:30:26,B212,11.9567,-0.30175,11020
2023-10-17 13:37:17,B207,12.3629,-1.20708,15020
2023-10-17 13:40:15,B107,9.95128,-0.11965,11020
2023-10-17 13:49:52,B108,12.675,-1.7987,15020
2023-10-17 13:59:38,B111,19.526,-9.51225,11020
2023-10-17 14:00:39,B114,10.8529,-0.5682,15020
2023-10-17 14:06:10,B217,6.65922,-6.03807,11020
2023-10-17 14:12:08,B102,6.10618,0.0,11020
2023-10-17 14:12:43,B116,12.1501,-2.63493,15020
2023-10-17 14:21:49,B210,9.67885,-11.6897,11020
2023-10-17 14:25:33,B209,12.9299,-5.48143,15020
2023-10-17 14:30:27,B121,8.76745,-10.3237,11020
2023-10-17 14:37:13,B112,11.7357,-7.13375,15020
2023-10-17 14:42:41,B218,12.3687,-12.5591,11020
2023-10-17 14:49:06,B115,11.9676,-9.01797,15020
2023-10-17 14:50:18,B219,7.7573,-10.183,11020
2023-10-17 15:00:50,B123,11.8176,-10.7521,15020
2023-10-17 15:05:18,B109,15.1255,-16.1751,11020
2023-10-17 15:11:19,B118,10.5792,-11.2479,15020
2023-10-17 15:12:21,B122,7.18022,-15.2219,11020
2023-10-17 15:20:57,B214,9.71557,-10.88,15020
2023-10-17 15:20:59,B119,8.76838,-8.3569,11020
2023-10-17 15:25:46,B212,4.88897,-13.6856,15020
2023-10-17 15:30:44,B215,5.0501,-10.6523,15020
2023-10-17 15:31:54,B211,11.0555,-11.779,11020
2023-10-17 15:36:17,B111,5.6336,-4.20252,15020
2023-10-17 15:42:17,B108,10.5147,-7.16025,11020
2023-10-17 15:46:11,B111,9.98683,-14.106,15020
2023-10-17 15:51:04,B124,4.96568,-10.9882,15020
2023-10-17 16:00:01,B213,17.8605,-5.8874,11020
2023-10-17 16:01:37,B216,10.6294,-11.5342,15020
2023-10-17 16:06:54,B220,7.02882,-6.78283,11020
2023-10-17 16:06:55,B120,5.3989,-14.8498,15020
2023-10-17 16:12:14,B210,5.3914,-12.1578,15020
2023-10-17 16:13:23,B112,6.60805,-1.25748,11020
2023-10-17 16:18:11,B222,4.94087,-0.0649333,11020
2023-10-17 16:20:40,B125,8.51595,-10.5903,15020
2023-10-17 16:26:12,B218,5.61192,-14.1188,15020
2023-10-17 16:27:26,B221,9.3727,-3.30427,11020
2023-10-17 16:29:57,W200,6.66667e-05,0.0,11020
2023-10-17 16:32:40,B217,6.5541,-12.5895,15020
2023-10-17 16:40:10,B114,12.8714,-4.04225,11020
2023-10-17 16:41:24,B126,8.82628,-11.3324,15020
2023-10-17 16:46:36,B115,6.56497,-4.47362,11020
2023-10-17 16:47:05,B127,5.76217,-15.0112,15020
2023-10-17 16:51:58,B128,4.97,-11.8976,15020
2023-10-17 16:56:24,B121,4.51082,-6.32498,15020
2023-10-17 16:56:24,B116,9.93985,-2.28007,11020
2023-10-17 17:00:31,B123,4.23915,-0.385817,11020
